Column1,ID,CID,QID,RID,EID,AID,Country,Question Text,Question Text (Short),Response,Education,Age,Weighted Mean,Cat ID,Category,Question Context
44659,44659,50,3,2,1,2,Niger (the),How worried are you about the effects of climate change on the next generation?,Worry for next generation,Very,All Education,Under 18,NA,1,Peoples' perspective,"Without urgent action to limit global emissions and adapt to the impacts of climate change, the next generation will be facing a challenging future. We wanted to find out how much people are considering these impacts."
44730,44730,50,3,2,1,3,Niger (the),How worried are you about the effects of climate change on the next generation?,Worry for next generation,Very,All Education,18 to 35,50,1,Peoples' perspective,"Without urgent action to limit global emissions and adapt to the impacts of climate change, the next generation will be facing a challenging future. We wanted to find out how much people are considering these impacts."
44801,44801,50,3,2,1,4,Niger (the),How worried are you about the effects of climate change on the next generation?,Worry for next generation,Very,All Education,36 to 59,54,1,Peoples' perspective,"Without urgent action to limit global emissions and adapt to the impacts of climate change, the next generation will be facing a challenging future. We wanted to find out how much people are considering these impacts."
44872,44872,50,3,2,1,5,Niger (the),How worried are you about the effects of climate change on the next generation?,Worry for next generation,Very,All Education,60 plus,NA,1,Peoples' perspective,"Without urgent action to limit global emissions and adapt to the impacts of climate change, the next generation will be facing a challenging future. We wanted to find out how much people are considering these impacts."
44943,44943,50,3,2,4,1,Niger (the),How worried are you about the effects of climate change on the next generation?,Worry for next generation,Very,12 to 19,All Ages,NA,1,Peoples' perspective,"Without urgent action to limit global emissions and adapt to the impacts of climate change, the next generation will be facing a challenging future. We wanted to find out how much people are considering these impacts."
45014,45014,50,3,2,5,1,Niger (the),How worried are you about the effects of climate change on the next generation?,Worry for next generation,Very,20 or over,All Ages,NA,1,Peoples' perspective,"Without urgent action to limit global emissions and adapt to the impacts of climate change, the next generation will be facing a challenging future. We wanted to find out how much people are considering these impacts."
45085,45085,50,3,2,2,1,Niger (the),How worried are you about the effects of climate change on the next generation?,Worry for next generation,Very,Never Attended,All Ages,51,1,Peoples' perspective,"Without urgent action to limit global emissions and adapt to the impacts of climate change, the next generation will be facing a challenging future. We wanted to find out how much people are considering these impacts."
45156,45156,50,3,2,3,1,Niger (the),How worried are you about the effects of climate change on the next generation?,Worry for next generation,Very,Under 12,All Ages,50,1,Peoples' perspective,"Without urgent action to limit global emissions and adapt to the impacts of climate change, the next generation will be facing a challenging future. We wanted to find out how much people are considering these impacts."
44436,44436,50,1,1,1,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Daily,All Education,All Ages,48,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44437,44437,50,1,2,1,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Weekly,All Education,All Ages,15,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44438,44438,50,1,3,1,1,Niger (the),How often do you think about climate change?,Thinking about climate change,A few times a year,All Education,All Ages,36,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44439,44439,50,1,4,1,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Never,All Education,All Ages,2,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44440,44440,50,1,1000,1,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Don't know,All Education,All Ages,0,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44649,44649,50,1,1,1,2,Niger (the),How often do you think about climate change?,Thinking about climate change,Daily,All Education,Under 18,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44650,44650,50,1,2,1,2,Niger (the),How often do you think about climate change?,Thinking about climate change,Weekly,All Education,Under 18,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44651,44651,50,1,3,1,2,Niger (the),How often do you think about climate change?,Thinking about climate change,A few times a year,All Education,Under 18,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44652,44652,50,1,4,1,2,Niger (the),How often do you think about climate change?,Thinking about climate change,Never,All Education,Under 18,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44653,44653,50,1,1000,1,2,Niger (the),How often do you think about climate change?,Thinking about climate change,Don't know,All Education,Under 18,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44720,44720,50,1,1,1,3,Niger (the),How often do you think about climate change?,Thinking about climate change,Daily,All Education,18 to 35,46,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44721,44721,50,1,2,1,3,Niger (the),How often do you think about climate change?,Thinking about climate change,Weekly,All Education,18 to 35,15,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44722,44722,50,1,3,1,3,Niger (the),How often do you think about climate change?,Thinking about climate change,A few times a year,All Education,18 to 35,38,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44723,44723,50,1,4,1,3,Niger (the),How often do you think about climate change?,Thinking about climate change,Never,All Education,18 to 35,2,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44724,44724,50,1,1000,1,3,Niger (the),How often do you think about climate change?,Thinking about climate change,Don't know,All Education,18 to 35,0,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44791,44791,50,1,1,1,4,Niger (the),How often do you think about climate change?,Thinking about climate change,Daily,All Education,36 to 59,50,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44792,44792,50,1,2,1,4,Niger (the),How often do you think about climate change?,Thinking about climate change,Weekly,All Education,36 to 59,13,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44793,44793,50,1,3,1,4,Niger (the),How often do you think about climate change?,Thinking about climate change,A few times a year,All Education,36 to 59,34,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44794,44794,50,1,4,1,4,Niger (the),How often do you think about climate change?,Thinking about climate change,Never,All Education,36 to 59,2,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44795,44795,50,1,1000,1,4,Niger (the),How often do you think about climate change?,Thinking about climate change,Don't know,All Education,36 to 59,0,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44862,44862,50,1,1,1,5,Niger (the),How often do you think about climate change?,Thinking about climate change,Daily,All Education,60 plus,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44863,44863,50,1,2,1,5,Niger (the),How often do you think about climate change?,Thinking about climate change,Weekly,All Education,60 plus,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44864,44864,50,1,3,1,5,Niger (the),How often do you think about climate change?,Thinking about climate change,A few times a year,All Education,60 plus,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44865,44865,50,1,4,1,5,Niger (the),How often do you think about climate change?,Thinking about climate change,Never,All Education,60 plus,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44866,44866,50,1,1000,1,5,Niger (the),How often do you think about climate change?,Thinking about climate change,Don't know,All Education,60 plus,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44933,44933,50,1,1,4,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Daily,12 to 19,All Ages,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44934,44934,50,1,2,4,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Weekly,12 to 19,All Ages,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44935,44935,50,1,3,4,1,Niger (the),How often do you think about climate change?,Thinking about climate change,A few times a year,12 to 19,All Ages,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44936,44936,50,1,4,4,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Never,12 to 19,All Ages,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44937,44937,50,1,1000,4,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Don't know,12 to 19,All Ages,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45004,45004,50,1,1,5,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Daily,20 or over,All Ages,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45005,45005,50,1,2,5,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Weekly,20 or over,All Ages,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45006,45006,50,1,3,5,1,Niger (the),How often do you think about climate change?,Thinking about climate change,A few times a year,20 or over,All Ages,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45007,45007,50,1,4,5,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Never,20 or over,All Ages,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45008,45008,50,1,1000,5,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Don't know,20 or over,All Ages,NA,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45075,45075,50,1,1,2,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Daily,Never Attended,All Ages,51,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45076,45076,50,1,2,2,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Weekly,Never Attended,All Ages,15,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45077,45077,50,1,3,2,1,Niger (the),How often do you think about climate change?,Thinking about climate change,A few times a year,Never Attended,All Ages,34,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45078,45078,50,1,4,2,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Never,Never Attended,All Ages,1,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45079,45079,50,1,1000,2,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Don't know,Never Attended,All Ages,0,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45146,45146,50,1,1,3,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Daily,Under 12,All Ages,44,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45147,45147,50,1,2,3,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Weekly,Under 12,All Ages,12,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45148,45148,50,1,3,3,1,Niger (the),How often do you think about climate change?,Thinking about climate change,A few times a year,Under 12,All Ages,41,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45149,45149,50,1,4,3,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Never,Under 12,All Ages,3,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
45150,45150,50,1,1000,3,1,Niger (the),How often do you think about climate change?,Thinking about climate change,Don't know,Under 12,All Ages,0,1,Peoples' perspective,"People around the world are grappling with a range of challenging issues at all times, so we asked how much climate change is on their minds."
44441,44441,50,2,1,1,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,More worried,All Education,All Ages,68,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44442,44442,50,2,2,1,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,About the same,All Education,All Ages,6,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44443,44443,50,2,3,1,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Less worried,All Education,All Ages,27,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44444,44444,50,2,1000,1,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Don't know,All Education,All Ages,0,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44654,44654,50,2,1,1,2,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,More worried,All Education,Under 18,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44655,44655,50,2,2,1,2,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,About the same,All Education,Under 18,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44656,44656,50,2,3,1,2,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Less worried,All Education,Under 18,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44657,44657,50,2,1000,1,2,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Don't know,All Education,Under 18,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44725,44725,50,2,1,1,3,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,More worried,All Education,18 to 35,69,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44726,44726,50,2,2,1,3,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,About the same,All Education,18 to 35,6,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44727,44727,50,2,3,1,3,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Less worried,All Education,18 to 35,25,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44728,44728,50,2,1000,1,3,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Don't know,All Education,18 to 35,0,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44796,44796,50,2,1,1,4,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,More worried,All Education,36 to 59,64,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44797,44797,50,2,2,1,4,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,About the same,All Education,36 to 59,8,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44798,44798,50,2,3,1,4,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Less worried,All Education,36 to 59,28,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44799,44799,50,2,1000,1,4,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Don't know,All Education,36 to 59,0,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44867,44867,50,2,1,1,5,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,More worried,All Education,60 plus,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44868,44868,50,2,2,1,5,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,About the same,All Education,60 plus,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44869,44869,50,2,3,1,5,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Less worried,All Education,60 plus,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44870,44870,50,2,1000,1,5,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Don't know,All Education,60 plus,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44938,44938,50,2,1,4,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,More worried,12 to 19,All Ages,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44939,44939,50,2,2,4,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,About the same,12 to 19,All Ages,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44940,44940,50,2,3,4,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Less worried,12 to 19,All Ages,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44941,44941,50,2,1000,4,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Don't know,12 to 19,All Ages,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45009,45009,50,2,1,5,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,More worried,20 or over,All Ages,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45010,45010,50,2,2,5,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,About the same,20 or over,All Ages,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45011,45011,50,2,3,5,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Less worried,20 or over,All Ages,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45012,45012,50,2,1000,5,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Don't know,20 or over,All Ages,NA,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45080,45080,50,2,1,2,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,More worried,Never Attended,All Ages,68,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45081,45081,50,2,2,2,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,About the same,Never Attended,All Ages,6,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45082,45082,50,2,3,2,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Less worried,Never Attended,All Ages,26,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45083,45083,50,2,1000,2,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Don't know,Never Attended,All Ages,0,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45151,45151,50,2,1,3,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,More worried,Under 12,All Ages,63,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45152,45152,50,2,2,3,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,About the same,Under 12,All Ages,7,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45153,45153,50,2,3,3,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Less worried,Under 12,All Ages,30,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
45154,45154,50,2,1000,3,1,Niger (the),"Compared with last year, are you more or less worried about climate change?",Worry compared to last year,Don't know,Under 12,All Ages,0,1,Peoples' perspective,"As the impacts of climate change become more present in people’s daily lives, we asked what this means for their personal outlook."
44451,44451,50,4,1,1,1,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Worse than usual,All Education,All Ages,55,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44452,44452,50,4,2,1,1,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,About the same as usual,All Education,All Ages,8,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44453,44453,50,4,3,1,1,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Better than usual,All Education,All Ages,37,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44454,44454,50,4,1000,1,1,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Don't know,All Education,All Ages,0,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44664,44664,50,4,1,1,2,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Worse than usual,All Education,Under 18,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44665,44665,50,4,2,1,2,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,About the same as usual,All Education,Under 18,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44666,44666,50,4,3,1,2,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Better than usual,All Education,Under 18,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44667,44667,50,4,1000,1,2,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Don't know,All Education,Under 18,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44735,44735,50,4,1,1,3,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Worse than usual,All Education,18 to 35,53,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44736,44736,50,4,2,1,3,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,About the same as usual,All Education,18 to 35,9,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44737,44737,50,4,3,1,3,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Better than usual,All Education,18 to 35,37,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44738,44738,50,4,1000,1,3,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Don't know,All Education,18 to 35,0,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44806,44806,50,4,1,1,4,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Worse than usual,All Education,36 to 59,55,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44807,44807,50,4,2,1,4,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,About the same as usual,All Education,36 to 59,7,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44808,44808,50,4,3,1,4,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Better than usual,All Education,36 to 59,38,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44809,44809,50,4,1000,1,4,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Don't know,All Education,36 to 59,0,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44877,44877,50,4,1,1,5,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Worse than usual,All Education,60 plus,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44878,44878,50,4,2,1,5,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,About the same as usual,All Education,60 plus,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44879,44879,50,4,3,1,5,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Better than usual,All Education,60 plus,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44880,44880,50,4,1000,1,5,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Don't know,All Education,60 plus,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44948,44948,50,4,1,4,1,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Worse than usual,12 to 19,All Ages,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44949,44949,50,4,2,4,1,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,About the same as usual,12 to 19,All Ages,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44950,44950,50,4,3,4,1,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Better than usual,12 to 19,All Ages,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
44951,44951,50,4,1000,4,1,Niger (the),"Thinking about extreme weather events - such as, droughts, flooding, storms, and extreme heat or cold - was your community's experience this year...",Extreme weather experience,Don't know,12 to 19,All Ages,NA,1,Peoples' perspective,The impacts of climate change are here and some people are experiencing them more often and more intensely than others. We wanted to know who in the world is most affected.
